#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         659    -3.79986    -3.87759  0.00594735
         660    -3.67623    -3.87729  0.00594616
         661    -3.64215    -3.87693   0.0059478
         662      -3.689    -3.87665  0.00594558
         663    -3.74963    -3.87646   0.0059397
         664    -3.70293     -3.8762   0.0059365
         665    -3.65503    -3.87586  0.00593689
         666    -3.75307    -3.87568  0.00593083
         667     -3.8003    -3.87557  0.00592302
         668    -3.66991    -3.87526  0.00592215
         669    -3.69263    -3.87499  0.00591958
         670    -3.68871    -3.87471  0.00591727
         671    -3.83449    -3.87465  0.00590876
         672    -3.88749    -3.87467      0.0059
         673    -3.88209    -3.87468  0.00589124
         674    -3.87462    -3.87468   0.0058825
         675    -3.98705    -3.87484  0.00587614
         676    -3.87799    -3.87485  0.00586745
         677    -3.99662    -3.87503  0.00586154
         678    -3.98222    -3.87519  0.00585503
         679    -4.00476    -3.87538  0.00584951
         680    -4.02637     -3.8756  0.00584512
         681    -4.02034    -3.87581   0.0058404
         682    -4.12916    -3.87618  0.00584364
         683    -4.07385    -3.87647  0.00584225
         684    -3.96784    -3.87661  0.00583523
         685    -4.08243    -3.87691  0.00583444
         686    -4.07476     -3.8772  0.00583306
         687    -4.09929    -3.87752  0.00583353
         688    -4.06048    -3.87778   0.0058311
         689    -4.01905    -3.87799  0.00582625
         690    -3.95625     -3.8781  0.00581891
         691    -3.93628    -3.87819  0.00581109
         692    -3.84348    -3.87814  0.00580291
         693    -3.88388    -3.87815  0.00579454
         694    -3.96279    -3.87827  0.00578748
         695    -3.87244    -3.87826  0.00577916
         696     -3.9417    -3.87835  0.00577157
         697    -3.91849    -3.87841  0.00576358
         698    -3.93588    -3.87849  0.00575591
         699    -3.94253    -3.87858   0.0057484
         700      -3.914    -3.87863  0.00574042
         701    -3.83186    -3.87857  0.00573261
         702    -3.79959    -3.87845  0.00572555
         703    -3.88182    -3.87846  0.00571741
         704    -3.90753     -3.8785  0.00570944
         705    -3.96554    -3.87862  0.00570267
         706    -3.95683    -3.87873  0.00569567
         707    -4.03942    -3.87896  0.00569215
         708    -4.02237    -3.87916  0.00568771
         709     -4.0887    -3.87946  0.00568736
         710    -4.03905    -3.87968  0.00568379
         711    -4.06906    -3.87995  0.00568204
         712    -3.90984    -3.87999  0.00567421
         713    -3.95282    -3.88009  0.00566717
         714    -3.95523     -3.8802  0.00566021
         715    -3.92158    -3.88026  0.00565259
         716    -3.80581    -3.88015  0.00564565
         717    -3.65193    -3.87983  0.00564674
         718    -3.76473    -3.87967  0.00564116
         719    -3.69281    -3.87941  0.00563929
         720    -3.73951    -3.87922  0.00563481
         721    -3.72417      -3.879  0.00563109
         722    -3.74215    -3.87882  0.00562648
         723    -3.64354    -3.87849  0.00562811
         724    -3.78469    -3.87836  0.00562182
         725    -3.73154    -3.87816  0.00561771
         726      -3.593    -3.87777  0.00562369
         727    -3.56965    -3.87734   0.0056319
         728    -3.56267    -3.87691  0.00564073
         729    -3.76223    -3.87675  0.00563518
         730    -3.88465    -3.87676  0.00562747
         731    -3.84542    -3.87672  0.00561994
         732    -3.79899    -3.87661  0.00561327
         733    -3.73528    -3.87642  0.00560892
         734    -3.80879    -3.87633  0.00560203
         735    -3.76484    -3.87618  0.00559646
         736    -3.80011    -3.87607  0.00558981
         737    -3.72557    -3.87587  0.00558596
         738    -3.74968     -3.8757  0.00558101
         739    -3.71623    -3.87548  0.00557762
         740    -3.87116    -3.87548  0.00557009
         741    -3.86966    -3.87547  0.00556258
         742     -3.9642    -3.87559  0.00555637
         743    -3.92717    -3.87566  0.00554932
         744    -3.95938    -3.87577    0.005543
         745    -4.03924    -3.87599  0.00553991
         746    -4.01993    -3.87618  0.00553584
         747    -4.07765    -3.87645  0.00553499
         748     -4.1506    -3.87682  0.00553972
         749    -4.13732    -3.87717  0.00554323
         750    -4.14066    -3.87752  0.00554696
         751    -4.08868     -3.8778  0.00554669
         752    -4.01214    -3.87798  0.00554219
         753    -3.89332      -3.878  0.00553487
         754     -3.9078    -3.87804  0.00552767
         755    -3.99753     -3.8782  0.00552261
         756    -3.96142    -3.87831  0.00551641
         757      -4.008    -3.87848  0.00551178
         758    -3.97682    -3.87861  0.00550603
         759    -3.99289    -3.87876  0.00550084
         760     -3.9564    -3.87886  0.00549455
         761     -3.9606    -3.87897  0.00548838
         762    -3.85336    -3.87893  0.00548128
         763    -3.92188    -3.87899  0.00547438
         764    -4.01781    -3.87917  0.00547023
         765    -3.94114    -3.87925  0.00546368
         766    -3.83596     -3.8792  0.00545684
         767    -3.89068    -3.87921  0.00544975
         768    -3.85387    -3.87918  0.00544275
         769    -3.80774    -3.87909  0.00543647
         770    -3.85577    -3.87906  0.00542949
         771    -3.84943    -3.87902  0.00542258
         772    -3.88115    -3.87902  0.00541556
         773    -3.88718    -3.87903  0.00540857
         774    -3.92959     -3.8791  0.00540197
         775    -3.96761    -3.87921  0.00539621
         776    -3.90993    -3.87925   0.0053894
         777    -3.94246    -3.87933  0.00538308
         778    -3.86855    -3.87932  0.00537618
         779      -3.924    -3.87937  0.00536958
         780    -3.87423    -3.87937   0.0053627
         781    -3.78924    -3.87925  0.00535708
         782    -3.78412    -3.87913  0.00535161
         783    -3.84633    -3.87909  0.00534494
         784    -3.84493    -3.87904   0.0053383
         785    -3.90218    -3.87907  0.00533158
         786    -3.94245    -3.87915   0.0053254
         787     -3.9361    -3.87923  0.00531913
         788    -3.97667    -3.87935  0.00531382
         789    -3.90078    -3.87938  0.00530715
         790    -3.86408    -3.87936  0.00530047
         791    -3.89461    -3.87938   0.0052938
         792    -3.77477    -3.87925  0.00528877
         793    -3.81759    -3.87917  0.00528267
         794    -3.89585    -3.87919  0.00527606
         795     -3.7776    -3.87906  0.00527097
         796    -3.88989    -3.87908  0.00526436
         797    -3.91779    -3.87912  0.00525798
         798    -3.96045    -3.87923  0.00525238
         799    -3.93406    -3.87929  0.00524626
         800    -3.99479    -3.87944  0.00524168
         801    -3.97072    -3.87955  0.00523638
         802    -3.84162    -3.87951  0.00523006
         803     -3.8915    -3.87952  0.00522357
         804    -3.81144    -3.87944  0.00521776
         805    -3.78747    -3.87932  0.00521253
         806    -3.82338    -3.87925  0.00520652
         807    -3.81329    -3.87917  0.00520071
         808    -3.77124    -3.87904  0.00519599
         809    -3.60626     -3.8787   0.0052005
         810    -3.66784    -3.87844  0.00520059
         811    -3.71621    -3.87824  0.00519802
         812    -3.73256    -3.87806  0.00519472
         813    -3.69445    -3.87783  0.00519323
         814    -3.70382    -3.87762  0.00519125
         815       -3.78     -3.8775  0.00518626
         816     -3.7406    -3.87733  0.00518262
         817    -3.77586    -3.87721  0.00517776
         818    -3.85924    -3.87719  0.00517148
         819    -3.86779    -3.87717  0.00516518
         820    -3.86421    -3.87716   0.0051589
         821    -3.84655    -3.87712  0.00515276
         822     -3.8403    -3.87708  0.00514668
         823     -3.8172      -3.877  0.00514094
         824    -3.77607    -3.87688  0.00513616
         825    -3.93986    -3.87696   0.0051305
         826    -3.93936    -3.87703  0.00512485
         827    -3.84677      -3.877  0.00511878
         828    -3.73691    -3.87683   0.0051154
         829     -3.7069    -3.87662  0.00511333
         830    -3.75557    -3.87648  0.00510925
         831    -3.78576    -3.87637  0.00510427
         832    -3.93072    -3.87643  0.00509855
         833     -3.9163    -3.87648  0.00509265
         834    -4.00582    -3.87664  0.00508891
         835    -3.97772    -3.87676  0.00508425
         836    -3.88258    -3.87676  0.00507818
         837    -3.95177    -3.87685   0.0050729
         838     -3.8435    -3.87681    0.005067
         839    -3.86937    -3.87681  0.00506097
         840     -3.9015    -3.87683  0.00505503
         841    -3.87746    -3.87684  0.00504902
         842    -3.91297    -3.87688  0.00504321
         843    -3.80434    -3.87679  0.00503796
         844     -3.8088    -3.87671  0.00503263
         845    -3.75978    -3.87657  0.00502858
         846    -3.82438    -3.87651  0.00502301
         847    -3.76445    -3.87638  0.00501883
         848    -3.87454    -3.87638  0.00501291
         849    -3.77246    -3.87625   0.0050085
         850    -3.83315     -3.8762  0.00500286
         851    -3.85276    -3.87618  0.00499706
         852    -3.90038     -3.8762  0.00499128
         853    -3.89432    -3.87623  0.00498547
         854    -3.89919    -3.87625   0.0049797
         855    -3.80194    -3.87617  0.00497464
         856    -3.77873    -3.87605  0.00497013
         857    -3.76334    -3.87592  0.00496607
         858    -3.76489    -3.87579  0.00496197
         859    -3.65138    -3.87553  0.00496306
         860    -3.58485    -3.87519  0.00496879
         861    -3.66042    -3.87494  0.00496927
         862    -3.74533    -3.87479  0.00496578
         863    -3.80206    -3.87471  0.00496074
         864    -3.81654    -3.87464  0.00495546
         865    -3.81848    -3.87458  0.00495016
         866     -3.8514    -3.87455  0.00494451
         867    -3.86208    -3.87453  0.00493883
         868    -3.86156    -3.87452  0.00493316
         869     -3.6959    -3.87431  0.00493177
         870    -3.65583    -3.87406  0.00493249
         871     -3.8322    -3.87401  0.00492706
         872    -3.82262    -3.87396  0.00492176
         873    -3.79317    -3.87386  0.00491699
         874     -3.8223     -3.8738  0.00491172
         875    -3.86163    -3.87379  0.00490613
         876    -3.86837    -3.87378  0.00490053
         877    -3.85631    -3.87376  0.00489498
         878    -3.81115    -3.87369  0.00488993
         879    -3.87204    -3.87369  0.00488437
         880     -3.8603    -3.87368  0.00487884
         881    -3.82813    -3.87362  0.00487357
         882    -3.78414    -3.87352  0.00486911
         883    -3.76885     -3.8734  0.00486503
         884     -3.7259    -3.87324  0.00486239
         885    -3.76827    -3.87312  0.00485834
         886    -3.70751    -3.87293  0.00485645
         887     -3.7078    -3.87275  0.00485455
         888    -3.76181    -3.87262  0.00485069
         889    -3.77848    -3.87251  0.00484639
         890    -3.74945    -3.87238  0.00484291
         891    -3.72442    -3.87221  0.00484032
         892    -3.69282    -3.87201  0.00483907
         893    -3.76225    -3.87189  0.00483521
         894    -3.75161    -3.87175  0.00483168
         895     -3.7937    -3.87166  0.00482707
         896    -3.80658    -3.87159  0.00482223
         897    -3.81453    -3.87153  0.00481727
         898    -3.88913    -3.87155  0.00481194
         899    -3.81648    -3.87149  0.00480698
         900    -3.91648    -3.87154   0.0048019
         901    -3.96468    -3.87164  0.00479768
         902    -3.96593    -3.87174   0.0047935
         903    -3.98741    -3.87187  0.00478991
         904    -3.88081    -3.87188  0.00478462
         905    -3.69517    -3.87169  0.00478331
         906    -3.72508    -3.87153  0.00478077
         907    -3.75428     -3.8714  0.00477725
         908    -3.79786    -3.87132  0.00477267
         909    -3.68831    -3.87111  0.00477167
         910    -3.67001    -3.87089  0.00477154
         911    -3.63301    -3.87063  0.00477344
         912    -3.67034    -3.87041  0.00477325
         913    -3.72221    -3.87025  0.00477078
         914    -3.76249    -3.87013  0.00476702
         915    -3.65809     -3.8699  0.00476744
         916    -3.76781    -3.86979  0.00476354
         917    -3.80872    -3.86972  0.00475881
         918    -3.84753     -3.8697  0.00475369
         919    -3.86247    -3.86969  0.00474852
